,ground_truth,baseline,baseline_s42,baseline_s985,filt_freq_distro,filt_freq_distro_s42,filt_freq_distro_s985,filt_gen_sent,filt_gen_sent_s42,filt_gen_sent_s985,filt_tgt_ppl,filt_tgt_ppl_s42,filt_tgt_ppl_s985
17929,1,2,2,2,2,0,2,2,2,2,2,0,0
17930,2,4,4,4,5,5,5,4,4,4,4,4,0
17931,1,2,2,2,3,1,2,3,1,0,2,2,2
17932,2,0,0,0,2,0,2,1,1,0,0,0,0
17933,5,2,3,3,3,2,3,2,2,2,1,2,1
17934,0,0,0,0,0,0,0,0,0,0,0,0,0
17935,3,2,2,2,2,3,4,2,2,2,2,2,2
17936,2,1,1,1,1,2,2,1,1,3,2,2,1
17937,0,0,0,0,0,1,1,0,1,0,1,1,0
17938,0,1,1,1,3,3,1,3,2,3,3,3,1
17939,1,5,2,7,2,1,2,2,1,0,1,2,3
17940,2,2,2,2,0,1,0,0,1,0,2,1,2
17941,1,1,0,1,2,2,2,4,0,4,1,2,1
17942,1,1,1,1,4,3,5,2,2,2,3,3,3
17943,3,0,0,0,2,2,2,1,2,1,1,1,0
17944,3,0,1,1,2,2,2,2,2,3,2,3,4
17945,2,2,4,4,2,2,3,5,2,3,2,2,2
17946,2,1,1,1,1,1,1,3,2,2,5,2,5
17947,2,4,2,3,3,3,3,2,1,2,2,2,2
17948,6,1,2,2,1,1,1,2,2,3,1,1,1
17949,0,0,0,0,0,1,0,0,1,0,0,2,2
17950,6,3,3,1,2,2,1,1,2,1,0,2,1
17951,1,1,1,1,3,0,3,1,1,1,2,2,2
17952,1,2,2,2,4,2,2,2,2,2,2,2,2
17953,1,1,0,0,2,1,1,2,2,2,2,1,1
17954,2,3,2,1,1,1,3,1,1,1,2,2,2
17955,5,0,0,0,1,2,2,2,3,2,1,0,0
17956,5,1,2,2,3,3,2,2,2,2,1,1,1
17957,2,0,0,0,1,1,1,1,1,1,2,1,1
17958,0,1,0,0,1,0,1,0,0,1,0,1,1
17959,0,2,1,1,3,3,5,2,2,2,4,1,1
17960,5,0,0,0,2,2,2,2,3,2,1,1,1
17961,2,1,1,3,2,2,2,1,1,1,2,0,0
17962,2,1,3,2,0,0,0,2,2,2,1,1,1
17963,4,1,1,2,4,3,2,2,2,2,3,3,2
17964,1,0,1,1,2,0,1,1,2,2,1,0,1
17965,2,1,0,0,1,2,1,2,1,0,2,2,1
17966,1,1,0,0,1,0,1,3,4,3,2,3,0
17967,2,3,2,2,4,1,3,2,2,2,5,3,3
17968,1,1,1,0,1,1,0,2,3,4,2,2,1
17969,5,4,5,5,3,5,3,5,4,3,4,3,4
17970,3,0,0,0,1,2,2,2,3,2,3,1,1
17971,3,1,1,1,2,2,2,2,2,3,2,2,1
17972,4,0,0,0,1,1,1,3,2,2,2,3,3
17973,2,2,2,2,3,2,3,2,1,2,2,4,1
17974,0,0,0,0,2,2,2,0,0,0,1,1,1
17975,0,1,0,0,0,0,0,0,0,2,0,0,0
17976,2,0,0,0,1,1,2,1,2,1,2,2,1
17977,7,3,4,3,4,4,4,3,3,4,4,0,0
17978,0,1,1,1,1,1,2,2,2,2,2,2,2
17979,1,1,4,3,1,2,2,1,1,0,2,3,4
17980,1,0,0,0,1,1,0,1,2,1,3,1,1
17981,1,0,0,0,2,1,1,2,2,3,2,2,2
17982,2,0,0,0,2,1,4,2,2,2,2,4,2
17983,2,3,3,2,1,3,3,4,3,4,3,3,3
17984,2,3,1,2,2,2,2,2,2,2,1,2,2
17985,3,0,0,0,1,0,0,0,0,0,1,1,2
17986,2,3,3,2,1,2,1,2,2,2,1,1,2
17987,2,1,0,0,2,2,1,4,1,1,1,1,1
17988,3,1,1,1,1,2,2,2,2,2,0,4,3
17989,2,0,0,1,1,3,2,3,1,4,2,2,1
17990,2,1,1,1,3,3,3,2,2,2,2,2,2
17991,2,4,4,4,4,4,4,4,2,4,0,0,2
17992,1,2,3,5,1,2,4,5,3,3,0,1,2
17993,3,1,1,1,1,0,1,1,0,1,0,0,0
17994,1,3,2,2,3,2,3,1,1,3,1,2,5
17995,1,0,0,0,0,1,0,1,1,1,1,0,1
17996,1,0,0,0,1,2,1,1,2,1,1,2,1
17997,2,0,0,0,3,3,2,3,2,1,1,3,3
17998,4,2,1,1,1,2,1,2,2,1,1,2,2
17999,3,2,1,1,1,2,4,1,4,1,1,0,1
18000,0,1,0,2,0,2,1,4,1,4,1,2,2
18001,2,2,2,2,2,2,2,2,2,1,2,2,2
18002,0,2,2,1,3,3,3,2,2,2,3,3,3
18003,1,2,2,2,2,2,2,1,1,1,2,2,1
18004,4,2,2,1,1,1,1,2,6,3,2,8,2
18005,2,2,3,3,3,3,2,3,1,3,3,3,4
18006,2,5,5,5,0,0,0,2,2,2,5,0,0
18007,0,1,0,0,1,1,0,0,0,0,0,0,0
18008,1,2,0,0,1,2,2,1,1,0,3,3,3
18009,2,1,1,3,2,1,2,2,1,1,2,2,3
18010,1,0,0,0,1,2,4,1,1,2,1,1,2
18011,1,0,0,1,2,2,2,1,1,0,2,2,2
18012,0,0,0,0,1,2,2,1,1,1,1,1,1
18013,0,1,0,0,2,2,4,3,3,3,3,2,2
18014,4,0,0,0,1,2,1,1,1,1,2,2,3
18015,2,0,0,0,0,1,3,0,3,0,0,2,0
18016,4,2,0,0,2,2,2,1,1,1,0,2,1
18017,1,0,0,0,1,2,2,1,1,1,2,2,1
18018,0,0,0,0,0,2,2,0,1,0,0,0,2
18019,3,2,2,2,2,3,4,1,2,2,3,2,2
18020,0,2,2,1,2,3,4,2,2,2,3,3,1
18021,2,0,0,0,1,1,0,0,0,0,0,0,0
18022,3,0,0,0,2,1,3,1,4,3,1,1,2
18023,3,3,3,3,3,5,3,5,5,6,5,3,3
18024,1,0,0,0,3,2,2,2,2,2,2,2,2
18025,2,0,0,0,1,2,4,0,1,0,0,1,3
18026,4,1,1,0,5,2,2,3,3,2,2,2,2
18027,1,0,0,0,2,3,2,2,2,3,2,2,2
18028,4,4,5,5,5,3,4,1,2,2,3,5,5
18029,0,0,0,0,0,0,1,0,1,0,0,0,0
18030,0,0,0,0,0,1,0,1,1,0,0,0,0
18031,1,0,1,0,2,2,2,2,2,2,2,2,2
18032,3,2,2,2,2,2,2,2,2,2,2,2,2
18033,2,1,0,1,1,1,1,1,1,1,0,0,1
18034,2,2,0,2,2,2,2,0,1,0,3,5,5
18035,2,6,4,3,4,5,4,3,4,3,2,2,6
18036,3,1,1,2,1,2,2,2,2,3,1,2,2
18037,1,0,0,1,2,1,0,0,1,1,2,2,1
18038,1,0,2,2,1,2,1,2,1,2,2,2,1
18039,4,1,1,1,1,1,2,1,3,1,1,2,1
18040,0,0,0,2,1,3,2,2,2,2,1,1,1
18041,1,1,1,1,2,1,1,1,2,2,1,2,1
18042,1,3,0,0,2,5,2,5,6,2,3,1,1
18043,2,0,0,0,5,2,2,3,3,2,1,3,1
18044,3,1,1,1,4,1,4,2,2,2,2,2,3
18045,2,3,1,1,4,2,2,1,1,1,2,1,2
18046,4,0,0,1,2,3,1,1,3,2,2,7,2
18047,5,0,0,0,1,2,1,1,1,3,1,0,0
18048,1,1,1,1,1,1,1,1,1,1,1,1,1
18049,1,0,0,0,2,2,2,3,3,3,3,3,2
18050,4,5,5,5,5,5,5,3,3,3,5,5,5
18051,1,0,0,0,1,1,2,3,3,3,1,2,2
18052,2,0,0,2,6,2,6,2,2,2,2,2,2
18053,1,2,0,1,2,1,2,2,2,2,2,2,2
18054,1,0,0,0,0,1,0,3,1,3,1,0,1
18055,2,1,0,1,0,1,0,1,0,1,2,1,1
18056,0,1,0,0,1,3,3,2,2,2,1,1,2
18057,2,1,0,1,0,0,4,2,2,1,0,3,0
18058,5,4,4,4,4,4,4,4,2,4,0,0,0
18059,0,2,2,3,1,3,1,1,2,4,0,0,0
18060,1,1,2,1,0,0,0,3,3,2,2,2,3
18061,2,2,1,3,3,2,2,1,3,3,3,1,2
18062,1,0,0,0,1,2,2,1,2,2,1,2,0
18063,1,2,1,1,2,1,2,3,1,2,1,1,2
18064,1,0,0,0,0,1,0,2,0,0,2,2,2
18065,6,1,1,0,1,3,2,1,1,2,1,2,1
18066,2,0,0,0,2,0,2,2,1,2,0,0,1
18067,1,0,0,0,2,1,1,3,1,1,2,1,0
18068,3,7,4,4,7,7,5,3,3,3,4,3,3
18069,4,1,2,4,6,4,3,2,2,2,2,2,0
18070,0,1,0,1,2,1,1,2,2,2,1,1,1
18071,1,1,0,0,2,0,3,4,2,2,2,1,1
18072,0,0,0,0,2,2,1,1,1,1,1,1,1
18073,4,1,2,1,2,5,2,4,2,4,3,2,3
18074,3,2,4,3,3,3,3,3,3,2,3,3,3
18075,6,0,0,0,1,1,1,2,3,2,1,2,1
18076,1,0,0,1,2,1,2,1,1,1,1,1,1
18077,0,0,0,0,0,0,0,0,0,0,0,0,0
18078,0,0,0,3,2,2,2,2,2,2,2,2,1
18079,1,0,0,0,1,0,0,1,1,1,2,1,1
18080,0,1,1,1,0,1,1,2,2,2,1,1,3
18081,0,0,0,0,0,1,0,0,0,0,0,0,0
18082,1,1,1,1,3,4,4,2,0,1,0,1,1
18083,1,0,0,0,1,1,2,3,3,2,1,0,0
18084,0,1,1,1,2,1,2,2,2,2,2,2,1
18085,0,1,1,1,1,2,1,1,3,2,1,0,0
18086,2,1,1,1,1,1,1,2,1,1,0,0,0
18087,2,2,1,1,2,3,2,1,1,1,2,2,2
18088,3,2,2,2,2,2,2,2,2,2,3,3,2
18089,1,2,3,2,2,3,3,2,2,2,3,1,3
18090,0,1,1,1,2,1,2,3,2,2,1,1,1
18091,1,0,1,2,1,3,2,1,2,1,1,1,1
18092,4,1,1,2,1,4,4,4,3,1,4,1,2
18093,1,1,0,1,1,1,1,2,1,2,2,3,1
18094,2,0,0,0,3,2,1,0,0,0,0,0,1
18095,4,4,3,4,4,4,5,4,3,3,7,4,5
18096,4,2,5,3,1,1,0,3,3,2,2,4,1
18097,2,2,2,2,2,3,3,1,1,2,2,2,2
18098,1,0,0,0,1,2,2,2,0,3,1,1,1
18099,3,1,2,0,2,1,2,1,1,2,0,2,0
18100,2,1,0,1,1,1,1,3,2,3,1,2,1
18101,4,1,0,0,1,1,1,1,1,1,3,3,1
18102,3,1,0,0,3,0,3,2,2,2,3,2,2
18103,1,0,0,0,1,1,3,1,1,1,1,1,0
18104,2,4,4,4,1,3,2,1,1,2,1,2,1
18105,1,0,1,1,1,4,4,3,3,1,3,2,1
18106,3,0,0,1,1,1,1,1,1,1,1,1,2
18107,4,3,3,3,3,3,3,2,2,1,2,2,2
18108,7,1,0,0,1,2,2,0,2,0,1,1,1
18109,3,0,2,1,3,2,3,2,2,2,2,3,2
18110,2,0,0,1,2,2,1,3,2,1,1,1,0
18111,1,0,1,1,5,2,5,2,4,4,2,3,3
18112,0,0,1,0,2,2,2,1,1,1,1,1,1
18113,0,0,0,0,0,1,0,0,2,0,1,1,1
18114,1,0,0,0,1,0,0,1,0,2,0,1,1
18115,5,1,1,1,2,3,3,2,2,2,3,3,3
18116,4,1,3,1,2,2,4,5,1,3,3,1,2
18117,3,1,1,1,1,1,1,1,1,1,1,1,1
18118,1,2,2,2,2,2,2,2,2,2,2,2,2
18119,1,0,0,0,1,1,2,1,0,2,1,2,0
18120,1,0,0,0,3,2,0,2,2,2,2,2,2
18121,0,1,0,1,3,1,3,2,1,1,2,0,0
18122,3,1,0,1,3,2,1,1,1,1,1,1,1
18123,0,2,1,1,1,1,1,4,2,3,1,1,2
18124,0,0,0,2,2,4,2,2,2,3,1,2,1
18125,0,0,2,0,2,2,2,2,2,2,2,2,2
18126,0,0,0,0,0,1,1,3,3,2,2,1,3
18127,3,3,1,2,1,1,3,2,2,1,1,1,2
18128,3,1,1,1,6,7,2,5,2,5,7,7,5
18129,0,1,1,0,2,1,3,2,2,3,1,0,1
18130,1,0,0,0,2,2,5,1,1,1,1,1,2
18131,2,0,0,1,1,3,1,1,2,2,2,2,1
18132,4,1,1,1,2,2,2,2,2,2,2,2,2
18133,1,0,0,1,1,3,2,1,1,1,1,1,1
18134,1,0,0,0,2,2,2,2,2,2,1,2,1
18135,2,0,0,0,1,1,1,1,1,0,1,1,1
18136,5,2,2,2,2,2,2,2,2,2,1,2,3
18137,4,0,0,1,0,1,0,0,0,1,0,0,0
18138,2,0,2,0,2,2,2,2,1,2,1,1,1
18139,9,0,1,1,2,1,2,1,2,2,1,1,1
18140,2,1,0,1,1,2,2,2,4,1,2,0,2
18141,1,1,1,1,3,3,4,4,3,4,2,2,2
18142,0,0,0,0,2,3,4,3,2,3,1,2,2
18143,2,2,2,2,2,2,2,1,1,1,3,2,2
18144,0,2,3,2,3,3,4,2,1,2,0,2,2
18145,1,1,1,1,3,2,4,0,2,2,1,2,1
18146,2,0,0,0,2,2,2,3,3,3,2,2,2
18147,3,1,1,0,2,1,2,1,1,1,2,2,2
18148,2,2,2,2,3,3,3,1,1,2,3,3,3
18149,3,0,5,7,4,3,3,3,3,3,2,2,2
18150,1,0,0,0,0,0,2,2,1,2,1,1,2
18151,3,4,4,4,4,3,3,3,3,2,3,0,3
18152,1,1,2,2,1,2,1,1,2,1,3,2,2
18153,1,2,1,1,2,1,1,1,1,1,2,3,1
18154,0,0,0,0,2,0,0,3,3,3,1,3,2
18155,0,2,2,2,2,2,2,1,2,2,0,0,0
18156,1,0,0,0,2,2,2,1,1,3,3,3,4
18157,2,1,1,1,2,1,1,1,1,1,1,1,1
18158,1,1,1,0,2,2,3,2,2,1,3,2,3
18159,1,0,0,0,0,1,1,0,0,1,0,0,0
18160,1,0,0,0,1,1,0,2,2,3,1,2,2
18161,3,3,3,2,2,2,2,2,2,3,2,3,3
18162,2,2,3,3,3,3,3,2,2,1,0,1,1
18163,3,1,1,1,2,2,2,2,3,3,0,1,1
18164,2,0,0,0,2,2,2,2,2,2,1,1,1
18165,2,3,1,2,5,5,3,4,5,3,1,8,2
18166,0,1,2,1,3,3,5,3,4,4,3,3,5
18167,3,0,0,1,3,3,3,1,2,2,2,2,2
18168,7,0,1,0,1,2,4,1,1,1,2,2,2
18169,2,1,1,1,1,1,1,1,2,1,4,2,1
18170,2,2,1,1,2,2,2,1,2,2,2,2,2
18171,4,2,2,1,5,1,1,3,3,1,2,3,2
18172,2,0,0,0,1,0,1,1,1,0,1,2,1
18173,5,0,1,0,2,1,1,4,3,2,0,0,2
18174,1,0,0,1,1,1,3,1,2,1,0,2,1
18175,4,1,2,2,1,2,2,2,2,2,2,1,1
18176,2,2,2,2,2,2,2,1,1,1,2,1,1
18177,1,0,0,2,1,1,1,0,1,2,0,0,1
18178,3,2,2,3,2,0,2,3,2,4,2,2,2
18179,2,0,3,0,2,3,4,2,1,1,1,1,1
18180,2,1,1,1,2,1,2,2,3,2,1,2,1
18181,3,3,0,2,4,4,4,3,2,2,2,4,4
18182,3,0,0,0,1,1,0,3,2,3,1,1,1
18183,5,0,0,0,3,3,0,1,1,1,2,3,1
18184,1,0,0,0,4,2,2,2,2,2,0,1,0
18185,1,0,0,0,5,2,4,3,3,3,2,2,2
18186,6,0,0,0,0,1,0,0,0,0,0,0,0
18187,3,3,2,3,1,1,1,2,3,3,2,2,3
18188,3,0,1,2,2,2,1,1,1,1,1,1,1
18189,3,4,3,3,3,4,4,1,0,1,3,3,0
18190,1,0,0,0,5,3,5,2,2,2,2,2,3
18191,0,0,0,0,0,1,0,0,1,0,3,0,0
18192,3,4,1,2,2,4,3,5,2,4,2,1,2
18193,1,1,2,1,1,1,2,1,1,1,1,1,2
18194,2,0,0,0,0,1,2,3,2,3,6,1,2
18195,2,0,0,0,3,0,2,1,2,2,1,1,3
18196,1,1,2,2,2,2,2,2,2,2,2,2,2
18197,3,0,2,1,1,1,4,2,3,2,3,2,3
18198,3,1,1,1,3,3,3,1,2,2,2,2,1
18199,1,3,3,3,3,4,3,1,3,2,3,3,2
18200,4,0,0,0,1,3,1,3,1,2,1,1,1
18201,4,3,3,4,3,0,3,2,2,2,3,0,0
18202,1,0,0,0,2,2,2,2,2,2,1,2,3
18203,2,0,0,1,2,3,2,3,3,3,4,3,2
18204,3,1,0,0,2,0,2,3,3,3,2,2,2
18205,1,0,0,0,1,1,0,1,1,2,0,1,0
18206,1,1,1,1,2,1,2,2,1,1,2,3,3
18207,3,4,0,4,4,4,4,1,1,1,2,2,2
18208,1,2,0,2,2,0,1,2,1,3,3,1,3
18209,0,0,0,0,0,0,0,2,1,1,1,0,0
18210,1,1,2,3,5,0,5,2,2,2,1,3,3
18211,0,0,0,0,2,3,3,4,3,3,1,3,3
18212,0,2,2,1,2,3,2,6,2,2,2,2,2
18213,5,3,2,1,5,4,5,4,2,2,3,4,2
18214,2,4,1,3,4,1,2,2,2,2,1,3,2
18215,0,0,0,0,0,0,0,0,0,0,1,0,0
18216,4,1,2,2,1,1,1,0,1,1,2,1,3
18217,2,1,0,1,2,2,3,1,1,1,1,3,5
18218,2,2,0,2,3,2,2,1,1,1,1,1,1
18219,0,0,0,0,2,2,2,3,3,3,1,2,1
18220,2,1,2,1,2,2,3,2,2,0,1,1,4
18221,1,0,1,0,2,2,2,3,3,3,2,3,1
18222,2,2,2,2,2,2,2,2,1,1,2,2,2
18223,3,0,0,0,0,1,0,1,1,1,0,0,0
18224,0,4,2,2,4,3,4,2,4,5,4,4,4
18225,1,1,1,1,1,1,1,2,2,2,1,2,1
18226,1,0,0,0,2,2,2,2,2,2,1,1,1
18227,6,2,3,0,1,1,1,1,1,1,1,2,1
18228,3,4,3,3,2,2,3,1,2,2,4,2,4
18229,3,0,0,0,2,2,2,1,1,1,2,2,2
18230,1,0,0,0,3,2,3,3,5,3,1,1,0
18231,3,1,1,1,2,2,3,1,2,1,2,1,2
18232,3,1,2,2,2,1,2,1,2,3,2,3,2
18233,0,0,0,3,1,3,2,1,1,1,1,0,1
18234,4,1,1,1,5,5,5,4,4,4,2,2,2
18235,3,1,0,0,3,2,3,2,2,2,1,1,1
18236,2,0,0,1,5,3,1,2,3,1,1,1,1
18237,1,0,3,2,2,3,3,1,1,3,1,1,1
18238,2,0,0,2,2,2,2,2,1,1,2,1,0
18239,0,0,0,0,2,2,2,3,2,0,3,3,2
18240,11,0,0,0,0,0,0,2,2,0,1,1,1
18241,0,1,1,2,2,1,2,1,1,1,2,2,1
18242,1,0,0,0,0,0,0,0,0,0,1,0,0
18243,0,2,1,0,2,2,3,2,2,2,2,2,0
18244,0,2,2,2,2,1,2,2,2,2,2,2,1
18245,2,4,4,4,4,4,4,2,1,2,2,2,4
18246,3,0,0,0,1,1,2,2,2,2,0,0,0
18247,2,0,0,0,2,3,2,4,4,2,3,3,3
18248,4,3,3,3,3,3,3,1,2,2,3,3,3
18249,1,1,1,1,2,2,2,2,2,1,1,1,2
18250,2,1,1,1,4,5,4,4,3,4,0,3,3
18251,3,0,0,0,2,3,2,2,2,3,3,3,2
18252,2,1,1,2,5,5,5,2,2,2,1,2,3
18253,2,3,3,3,3,2,3,2,2,2,3,2,2
18254,4,0,0,0,1,3,2,2,3,3,3,2,2
18255,0,0,0,0,2,3,1,2,5,3,2,4,3
18256,3,0,0,0,2,1,2,3,1,1,2,2,2
18257,3,1,3,4,4,4,3,3,3,3,3,4,2
18258,2,1,1,1,2,2,1,1,2,4,2,2,2
18259,4,0,0,0,0,1,0,3,1,3,0,0,1
18260,1,4,2,3,1,4,3,3,3,3,2,2,4
18261,2,3,2,2,3,1,3,5,3,3,2,2,2
18262,1,1,2,1,1,1,1,3,3,2,3,3,3
18263,2,1,3,3,2,1,2,2,2,1,2,2,3
18264,6,2,2,2,2,2,2,2,2,2,2,2,2
18265,4,0,0,0,2,2,2,2,2,2,1,1,1
18266,1,1,0,0,1,2,2,0,1,0,1,2,1
18267,1,0,0,1,5,2,2,2,3,2,1,2,1
18268,1,0,0,0,2,1,1,2,2,1,1,1,0
18269,2,1,3,1,3,2,2,1,2,2,1,0,3
18270,5,3,0,0,3,2,6,2,1,0,2,2,2
18271,2,3,3,4,2,2,1,2,2,2,0,1,1
18272,4,0,0,1,1,2,1,2,2,2,1,0,3
18273,4,5,5,3,6,7,6,3,2,5,2,3,2
18274,2,0,0,0,3,2,1,1,0,4,1,3,1
18275,3,3,3,3,4,3,3,2,3,2,3,3,3
18276,4,1,1,3,1,5,2,1,1,1,1,1,1
18277,0,0,0,0,5,3,2,2,2,2,1,1,2
18278,0,0,0,0,2,1,1,2,2,2,3,1,1
18279,4,0,0,0,1,0,1,1,1,1,0,1,2
18280,0,0,0,0,0,0,0,1,0,0,0,0,0
18281,0,0,0,0,0,1,1,1,1,1,0,1,1
18282,2,0,0,0,2,2,5,0,1,1,1,1,2
18283,4,0,0,2,0,2,2,2,1,3,2,1,2
18284,1,1,2,1,2,1,1,3,3,2,6,2,0
18285,2,0,0,0,2,2,2,4,1,4,3,3,2
18286,2,1,1,1,3,2,3,2,1,2,2,3,1
18287,3,0,3,3,2,4,1,1,1,2,2,3,2
18288,1,0,0,0,0,1,2,0,1,1,1,1,2
18289,4,3,3,3,3,4,2,2,3,2,2,1,2
18290,5,1,5,4,2,1,2,2,2,2,3,3,3
18291,2,0,0,1,1,1,1,3,1,1,1,1,3
18292,0,0,0,0,2,2,1,1,1,2,1,2,1
18293,1,0,1,0,2,4,2,2,2,2,0,1,1
18294,1,1,0,0,1,2,2,1,2,2,2,4,1
18295,3,2,1,2,2,2,2,2,2,2,2,2,1
18296,0,0,0,0,1,2,0,1,1,1,1,1,1
18297,0,1,0,0,1,0,0,3,2,3,1,0,1
18298,1,0,0,1,2,2,2,2,4,3,2,2,2
18299,1,3,3,2,2,4,3,2,2,2,3,1,3
18300,1,1,0,0,2,2,2,2,2,2,2,2,1
18301,7,0,0,0,2,2,3,1,2,1,1,1,1
18302,3,2,2,0,2,3,3,2,3,3,2,2,3
18303,3,1,2,1,4,1,1,4,4,3,2,2,2
18304,1,0,0,0,2,1,3,1,1,1,2,2,2
18305,1,2,2,2,2,2,2,2,2,2,1,2,0
18306,0,0,0,0,1,3,1,2,2,2,1,3,0
18307,2,3,2,2,2,2,2,2,2,2,2,2,2
18308,2,1,1,1,2,2,2,1,1,1,2,1,2
18309,2,0,0,0,2,2,2,1,5,4,3,2,1
18310,3,3,3,2,2,2,2,2,2,2,2,2,2
18311,2,1,1,1,1,2,2,3,4,1,1,1,1
18312,0,0,0,0,3,2,2,2,3,1,1,1,2
18313,0,0,0,0,3,2,2,2,2,3,0,0,0
18314,1,1,3,2,4,0,5,2,2,2,2,3,3
18315,2,2,3,2,3,2,3,1,2,2,2,4,3
18316,0,0,0,0,1,1,0,0,0,0,2,0,1
18317,2,1,1,1,5,1,3,2,2,2,2,1,1
18318,1,4,5,3,2,2,2,3,2,4,3,2,2
18319,3,1,1,3,2,2,2,3,2,2,2,2,2
18320,2,2,4,2,1,4,2,1,2,0,3,2,1
18321,2,0,0,0,1,3,2,2,2,2,0,1,2
18322,6,1,2,1,2,3,3,2,3,2,1,3,2
18323,1,0,0,0,0,0,0,0,1,0,2,2,1
18324,0,0,0,0,1,2,1,2,2,2,3,2,2
18325,3,0,0,0,2,0,1,3,2,3,1,1,3
18326,1,0,0,0,2,2,2,1,0,0,0,2,1
18327,4,1,1,0,1,2,1,1,1,3,1,1,1
18328,6,0,0,0,1,3,1,1,2,3,1,1,1
18329,0,3,3,2,2,1,1,1,2,1,2,2,2
18330,3,0,0,0,4,2,2,0,2,2,0,2,3
18331,2,3,2,0,2,2,2,2,2,2,5,1,1
18332,2,0,0,0,0,1,0,2,0,1,0,1,0
18333,1,1,0,1,1,1,2,2,4,1,2,2,2
18334,3,1,1,1,1,2,4,1,2,3,1,1,1
18335,2,0,0,0,2,2,2,0,2,1,1,3,1
18336,1,1,1,1,3,2,1,1,2,1,1,1,1
18337,2,2,2,2,2,3,1,2,2,2,0,1,2
18338,5,3,0,0,4,3,6,3,2,4,2,2,2
18339,5,0,0,0,1,1,1,2,3,1,2,1,0
18340,0,0,0,0,0,0,0,0,1,1,1,0,0
18341,1,0,0,0,2,4,1,2,2,2,0,1,0
18342,2,0,0,0,2,2,2,0,1,0,1,1,1
18343,1,0,0,0,3,3,3,3,1,2,3,2,2
18344,1,0,0,0,0,0,2,1,0,2,0,1,0
18345,2,4,1,4,4,4,4,4,2,2,0,4,0
18346,1,1,1,1,4,1,2,2,2,1,2,1,2
18347,2,2,2,2,1,1,2,1,4,3,1,3,1
18348,0,0,0,0,2,1,2,3,2,3,0,5,2
18349,2,2,2,2,2,1,2,3,2,4,2,6,2
18350,7,0,0,0,1,0,1,1,1,1,0,0,0
18351,2,0,0,0,0,0,0,0,0,0,0,0,0
18352,0,0,0,0,2,3,4,3,3,0,2,3,2
18353,0,0,0,0,2,2,2,0,1,2,2,1,1
18354,1,0,1,1,1,1,2,1,1,2,1,1,3
18355,1,2,2,1,2,1,1,1,2,2,2,3,3
18356,3,1,1,1,3,3,3,2,2,2,1,1,2
18357,1,0,0,2,1,4,2,2,3,2,2,2,3
18358,5,2,2,2,3,2,2,2,2,3,2,2,2
18359,2,2,2,2,4,0,4,1,2,1,2,2,2
18360,2,1,2,2,2,2,1,1,1,1,0,1,1
18361,1,2,2,2,2,2,2,2,3,3,2,2,2
18362,3,3,2,3,1,1,1,4,5,3,2,2,2
18363,7,5,4,5,4,8,5,4,3,3,4,2,3
18364,1,0,0,0,0,0,0,0,1,1,0,0,0
18365,1,2,3,0,1,1,1,2,1,2,2,1,2
18366,3,2,2,2,3,4,4,2,5,3,2,2,2
18367,3,3,3,3,4,3,4,2,3,2,3,3,4
18368,2,0,0,2,1,1,1,2,2,4,1,1,2
18369,1,0,0,2,2,2,3,3,2,5,1,2,1
18370,1,1,0,1,3,2,5,0,2,2,1,1,1
18371,2,3,3,2,1,0,0,0,1,2,0,0,1
18372,2,0,0,0,2,2,2,2,1,2,1,1,1
18373,0,0,0,0,0,0,0,1,1,1,0,0,0
18374,1,1,0,0,2,2,2,1,1,1,2,1,2
18375,0,0,0,1,3,4,4,1,3,1,1,0,1
18376,1,0,0,0,1,0,1,1,1,1,3,1,0
18377,1,1,0,0,1,2,1,1,2,0,1,0,1
18378,3,1,0,0,1,1,1,0,1,1,1,1,0
18379,1,0,0,0,3,4,3,3,2,2,2,2,2
18380,2,3,2,0,2,1,2,2,1,2,2,3,2
18381,0,0,0,0,2,2,2,0,1,1,2,1,1
18382,0,1,1,1,4,3,4,2,3,4,1,1,3
18383,3,1,2,1,1,2,1,1,3,3,3,1,2
18384,2,3,3,3,2,4,3,3,2,3,1,1,2
18385,0,0,0,0,0,0,0,3,2,1,1,1,1
18386,0,0,0,0,3,0,3,1,3,2,7,5,2
18387,0,2,2,2,1,1,1,2,2,3,2,2,1
18388,1,0,0,0,0,0,0,0,0,0,0,0,0
18389,5,2,3,2,4,3,3,3,3,3,2,2,3
18390,0,1,1,1,1,1,1,2,2,2,2,1,2
18391,1,1,0,0,4,4,3,2,4,2,2,2,1
18392,2,1,0,3,2,2,0,2,2,3,2,2,2
18393,2,0,0,1,2,4,1,3,2,3,2,1,1
18394,1,1,2,3,2,4,4,2,3,4,2,2,2
18395,0,0,0,0,0,1,0,2,1,2,2,2,2
18396,2,3,3,3,5,3,3,3,3,3,3,2,3
18397,1,0,1,0,4,4,0,1,0,2,1,1,3
18398,2,2,1,1,1,2,3,2,2,2,1,0,0
18399,1,1,1,1,4,2,3,5,4,3,1,3,2
18400,0,1,0,2,3,2,2,1,1,1,3,3,2
18401,1,1,1,1,2,2,2,2,2,2,2,2,2
18402,0,0,0,0,1,2,1,0,0,0,1,1,0
18403,1,2,2,2,2,2,2,3,3,6,1,1,2
18404,0,2,2,2,2,1,2,2,2,2,3,2,2
18405,1,0,0,0,2,2,2,6,1,6,2,2,2
18406,1,0,0,0,1,0,0,0,1,0,0,1,0
